 f
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S.K.NAGAR & BARRELA PT,DOMESTIC,1,1202,1193.0,147891,1775.62
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SANTOSHGIRI,DOMESTIC,1,2595,2470.0,261925,2878.66
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRAVANTHI NAGAR,DOMESTIC,1,1364,1354.0,184931,2827.31
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRI KRISHNA NAGAR-B BLOCK,DOMESTIC,1,1294,1257.0,197700,3037.4
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRIKRISHNA NAGAR-A BLOCK,DOMESTIC,1,1379,1355.0,179740,1853.62
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,TAHERVILLA,DOMESTIC,1,607,597.0,110758,2147.01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI,DOMESTIC,1,1648,1602.0,209099,2166.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI-2,DOMESTIC,1,1657,1627.0,215086,2272.46
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,YOUSUF GUDA BASTI,DOMESTIC,1,969,928.0,119367,1771.17
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,APARTMENT IN ARORA COLONY,DOMESTIC,1,124,124.0,17646,523.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DK BASTI MASJID &APARTMENTS,DOMESTIC,1,537,534.0,135253,2169.72
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY,DOMESTIC,1,235,219.0,49356,834.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY APPT,DOMESTIC,1,617,604.0,166274,3126.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRI SHANKAR COLONY NORTH,DOMESTIC,1,1357,1354.0,167976,1732.46
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRISHANKAR COLONY SOUTH,DOMESTIC,1,666,586.0,92826,1052.63
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GURU BRHAMA NAGAR IBRAHIM NAGA,DOMESTIC,1,1219,1197.0,137408,1649.37
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HINDI NAGAR,DOMESTIC,1,128,114.0,21769,392.06
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HT DOMESTIC,DOMESTIC,1,12,12.0,107686,2013.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO 2 AND 3,DOMESTIC,1,185,183.0,79746,3086.13
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"HV ROAD NO 2,3,AND14",DOMESTIC,1,315,303.0,158445,5473.94
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"HV ROAD NO 7,8,9,10 AND 11",DOMESTIC,1,273,270.0,204279,5282.27
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO-4-5-6,DOMESTIC,1,204,203.0,100975,3976.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,IAS-IPS OFFICERS QUARTERS,DOMESTIC,1,92,91.0,8101,457.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,JOURNALIST .COLONY,DOMESTIC,1,499,473.0,117242,2058.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,KCR HOUSE  NANDI NAGAR,DOMESTIC,1,1214,1141.0,179827,2107.15
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS,DOMESTIC,1,24,18.0,5499,135.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS AND PANJAGUTTA,DOMESTIC,1,53,52.0,26663,1143.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAIDU BASTHI,DOMESTIC,1,756,734.0,78217,857.18
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"NEW ZOHRANAGAR,RD 10,B.HILLS",DOMESTIC,1,1021,993.0,189490,3494.78
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NOOR NAGAR ,DOMESTIC,1,819,787.0,93484,1143.85
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,PANJAGUTTA POLICE QRTS.,DOMESTIC,1,207,150.0,30760,387.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 AMRUTHA ENCLEVE APARTMET,DOMESTIC,1,92,92.0,19029,299.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 POSH AREA@APARTMENTS,DOMESTIC,1,898,856.0,247538,5019.56
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.2 MAIN ROAD,DOMESTIC,1,873,825.0,184167,4492.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.5 PASH AREA@APARTMENTS,DOMESTIC,1,439,431.0,147925,2743.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.NO.10 HANGING APT TO BHEMAS,DOMESTIC,1,433,371.0,96025,2216.62
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.10 TRIDENT APT TO MASQATI,DOMESTIC,1,372,363.0,69899,1591.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 LEFT SIDE SERVICES,DOMESTIC,1,585,567.0,129797,1740.78
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 RIGHT SIDE SERVICES,DOMESTIC,1,424,420.0,116208,1971.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO. 11,DOMESTIC,1,660,639.0,171098,3438.09
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.1 BANJARA HILLS,DOMESTIC,1,95,83.0,36158,681.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.7 B HILLS SERVICES,DOMESTIC,1,534,533.0,150158,2200.03
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.5. D.K.BASTI ,DOMESTIC,1,943,893.0,105985,1122.74
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.8 & 9 B HILLS SERVICES,DOMESTIC,1,316,310.0,92954,1917.9
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SHOWKATH NGR & KBR PARK LINE,DOMESTIC,1,609,598.0,112153,1507.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA  AL KAREEM HOTEL,DOMESTIC,1,926,894.0,135856,1490.87
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA [BANJARA BHAVAN],DOMESTIC,1,1075,994.0,151145,2890.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SRINIKETAN COLONY,DOMESTIC,1,373,358.0,69624,1638.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR E-VENUE APT&BEERAPPA ,DOMESTIC,1,1158,1147.0,157797,1508.46
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR SV.TEMPLE&CHURCH LANE,DOMESTIC,1,1047,1030.0,138048,1398.83
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UBI COLONY,DOMESTIC,1,642,627.0,204297,3386.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR NORTH,DOMESTIC,1,1303,1242.0,166139,1520.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR SOUTH,DOMESTIC,1,939,929.0,121053,956.22
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,INDIRA NAGAR,DOMESTIC,1,3,344.0,0,9.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR," ROAD NO-13, B.HILLS",DOMESTIC,1,635,602.0,148238,2695.61
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"AMBEDKAR NAGAR, BJR NAGAR",DOMESTIC,1,1730,1463.0,177681,1473.43
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,APARTMENTS SERVICES RD NO.12,DOMESTIC,1,640,607.0,145799,2836.54
